"type","chr","start","end","id","name"
"mirna_primary_transcript","chr2",134127125,134127192,"MI0016080","hsa-mir-3679"
"mirna","chr2",134127130,134127152,"MIMAT0018104","hsa-mir-3679-5p"
"mirna","chr2",134127168,134127189,"MIMAT0018105","hsa-mir-3679-3p"
"mirna_primary_transcript","chr2",134857820,134857873,"MI0019150","hsa-mir-5590"
"mirna","chr2",134857820,134857840,"MIMAT0022299","hsa-mir-5590-5p"
"mirna","chr2",134857853,134857873,"MIMAT0022300","hsa-mir-5590-3p"
"mirna_primary_transcript","chr2",135665397,135665478,"MI0000447","hsa-mir-128-1"
"mirna","chr2",135665411,135665433,"MIMAT0026477","hsa-mir-128-1-5p"
"mirna_primary_transcript","chr2",140586626,140586685,"MI0023617","hsa-mir-7157"
"mirna","chr2",140586663,140586685,"MIMAT0028224","hsa-mir-7157-5p"
"mirna","chr2",140586626,140586647,"MIMAT0028225","hsa-mir-7157-3p"
"mirna","chr2",149330300,149330321,"MIMAT0039319","hsa-mir-9899"
"mirna_primary_transcript","chr2",151368334,151368411,"MI0017415","hsa-mir-4773-1"
"mirna_primary_transcript","chr2",151368334,151368411,"MI0017416","hsa-mir-4773-2"
"mirna_primary_transcript","chr2",159186835,159186901,"MI0022735","hsa-mir-6888"
"mirna","chr2",159186840,159186859,"MIMAT0027676","hsa-mir-6888-5p"
"mirna","chr2",159186881,159186901,"MIMAT0027677","hsa-mir-6888-3p"
"mirna","chr2",160407819,160407839,"MIMAT0019949","hsa-mir-4785"
"mirna_primary_transcript","chr2",168582943,168583018,"MI0017417","hsa-mir-4774"
"mirna","chr2",168582953,168582974,"MIMAT0019929","hsa-mir-4774-5p"
"mirna","chr2",168582989,168583009,"MIMAT0019930","hsa-mir-4774-3p"
"mirna","chr2",175167642,175167663,"MIMAT0004976","hsa-mir-933"
"mirna_primary_transcript","chr2",176150303,176150412,"MI0000267","hsa-mir-10b"
"mirna","chr2",176150329,176150351,"MIMAT0000254","hsa-mir-10b-5p"
"mirna","chr2",176150368,176150389,"MIMAT0004556","hsa-mir-10b-3p"
"mirna","chr2",176188843,176188861,"MIMAT0030019","hsa-mir-7704"
"mirna","chr2",176601024,176601042,"MIMAT0005898","hsa-mir-1246"
"mirna_primary_transcript","chr2",177212726,177212799,"MI0016787","hsa-mir-4444-1"
"mirna","chr2",177255984,177256006,"MIMAT0014991","hsa-mir-3128"
"mirna_primary_transcript","chr2",177313806,177313882,"MI0022224","hsa-mir-6512"
"mirna","chr2",177313853,177313874,"MIMAT0025480","hsa-mir-6512-5p"
"mirna","chr2",177313811,177313832,"MIMAT0025481","hsa-mir-6512-3p"
"mirna","chr2",179860845,179860865,"MIMAT0005909","hsa-mir-1258"
"mirna","chr2",181305593,181305613,"MIMAT0018953","hsa-mir-4437"
"mirna_primary_transcript","chr2",184378975,184379044,"MI0016779","hsa-mir-548ae-1"
"mirna_primary_transcript","chr2",188297492,188297588,"MI0003567","hsa-mir-561"
"mirna","chr2",188297552,188297573,"MIMAT0003225","hsa-mir-561-3p"
"mirna","chr2",188297517,188297538,"MIMAT0022706","hsa-mir-561-5p"
"mirna","chr2",188978136,188978156,"MIMAT0005897","hsa-mir-1245a"
"mirna_primary_transcript","chr2",188978093,188978161,"MI0017431","hsa-mir-1245b"
"mirna","chr2",188978133,188978153,"MIMAT0019950","hsa-mir-1245b-5p"
"mirna","chr2",188978099,188978120,"MIMAT0019951","hsa-mir-1245b-3p"
"mirna_primary_transcript","chr2",188995630,188995692,"MI0015996","hsa-mir-3606"
"mirna","chr2",188995645,188995665,"MIMAT0017983","hsa-mir-3606-5p"
"mirna","chr2",188995671,188995691,"MIMAT0022965","hsa-mir-3606-3p"
"mirna_primary_transcript","chr2",189133036,189133111,"MI0014146","hsa-mir-3129"
"mirna","chr2",189133082,189133103,"MIMAT0014992","hsa-mir-3129-5p"
"mirna","chr2",189133044,189133065,"MIMAT0019202","hsa-mir-3129-3p"
"mirna_primary_transcript","chr2",206783234,206783308,"MI0014147","hsa-mir-3130-1"
"mirna_primary_transcript","chr2",206783234,206783308,"MI0014148","hsa-mir-3130-2"
"mirna_primary_transcript","chr2",207109987,207110073,"MI0015873","hsa-mir-2355"
"mirna","chr2",207110043,207110063,"MIMAT0016895","hsa-mir-2355-5p"
"mirna","chr2",207109999,207110020,"MIMAT0017950","hsa-mir-2355-3p"
"mirna_primary_transcript","chr2",207166400,207166498,"MI0025515","hsa-mir-7845"
"mirna","chr2",207166402,207166422,"MIMAT0030420","hsa-mir-7845-5p"
"mirna_primary_transcript","chr2",207269275,207269424,"MI0006365","hsa-mir-1302-4"
"mirna","chr2",207754816,207754837,"MIMAT0019931","hsa-mir-4775"
"mirna_primary_transcript","chr2",212426263,212426360,"MI0006375","hsa-mir-548f-2"
"mirna_primary_transcript","chr2",212926257,212926336,"MI0017420","hsa-mir-4776-2"
"mirna_primary_transcript","chr2",212926257,212926336,"MI0017419","hsa-mir-4776-1"
"mirna","chr2",213758122,213758142,"MIMAT0018956","hsa-mir-4438"
"mirna_primary_transcript","chr2",217900513,217900628,"MI0022654","hsa-mir-6809"
"mirna","chr2",217900602,217900623,"MIMAT0027518","hsa-mir-6809-5p"
"mirna","chr2",217900513,217900533,"MIMAT0027519","hsa-mir-6809-3p"
"mirna_primary_transcript","chr2",218280125,218280188,"MI0022225","hsa-mir-6513"
"mirna","chr2",218280164,218280186,"MIMAT0025482","hsa-mir-6513-5p"
"mirna","chr2",218280127,218280147,"MIMAT0025483","hsa-mir-6513-3p"
"mirna_primary_transcript","chr2",218341911,218341980,"MI0022655","hsa-mir-6810"
"mirna","chr2",218341916,218341938,"MIMAT0027520","hsa-mir-6810-5p"
"mirna","chr2",218341958,218341980,"MIMAT0027521","hsa-mir-6810-3p"
"mirna_primary_transcript","chr2",218402646,218402722,"MI0000084","hsa-mir-26b"
"mirna","chr2",218402657,218402677,"MIMAT0000083","hsa-mir-26b-5p"
"mirna","chr2",218402692,218402712,"MIMAT0004500","hsa-mir-26b-3p"
"mirna","chr2",218823092,218823110,"MIMAT0035542","hsa-mir-9500"
"mirna_primary_transcript","chr2",219001645,219001708,"MI0000783","hsa-mir-375"
"mirna","chr2",219001648,219001669,"MIMAT0000728","hsa-mir-375-3p"
"mirna","chr2",219001682,219001704,"MIMAT0037313","hsa-mir-375-5p"
"mirna","chr2",219058725,219058747,"MIMAT0014996","hsa-mir-3131"
"mirna_primary_transcript","chr2",219294111,219294200,"MI0000463","hsa-mir-153-1"
"mirna","chr2",219549117,219549140,"MIMAT0014997","hsa-mir-3132"
"mirna","chr2",219906512,219906532,"MIMAT0016896","hsa-mir-4268"
"mirna","chr2",225010516,225010537,"MIMAT0018957","hsa-mir-4439"
"mirna","chr2",226658720,226658741,"MIMAT0022495","hsa-mir-5702"
"mirna","chr2",227472162,227472179,"MIMAT0022496","hsa-mir-5703"
"mirna_primary_transcript","chr2",231362708,231362793,"MI0017421","hsa-mir-4777"
"mirna","chr2",231362723,231362744,"MIMAT0019934","hsa-mir-4777-5p"
"mirna","chr2",231362764,231362785,"MIMAT0019935","hsa-mir-4777-3p"
"mirna_primary_transcript","chr2",231713314,231713398,"MI0006379","hsa-mir-1244-1"
"mirna","chr2",231892277,231892298,"MIMAT0007349","hsa-mir-1471"
"mirna","chr2",232172713,232172732,"MIMAT0003226","hsa-mir-562"
"mirna_primary_transcript","chr2",232550474,232550573,"MI0017867","hsa-mir-5001"
"mirna","chr2",232550530,232550553,"MIMAT0021021","hsa-mir-5001-5p"
"mirna","chr2",232550493,232550514,"MIMAT0021022","hsa-mir-5001-3p"
"mirna_primary_transcript","chr2",237510931,237510988,"MI0022656","hsa-mir-6811"
"mirna","chr2",237510932,237510953,"MIMAT0027522","hsa-mir-6811-5p"
"mirna","chr2",237510968,237510988,"MIMAT0027523","hsa-mir-6811-3p"
"mirna","chr2",239068829,239068850,"MIMAT0018958","hsa-mir-4440"
"mirna","chr2",239085828,239085844,"MIMAT0018959","hsa-mir-4441"
"mirna","chr2",239305472,239305492,"MIMAT0016897","hsa-mir-4269"
"mirna_primary_transcript","chr2",239351724,239351804,"MI0017432","hsa-mir-2467"
"mirna","chr2",239351771,239351793,"MIMAT0019952","hsa-mir-2467-5p"
"mirna","chr2",239351732,239351753,"MIMAT0019953","hsa-mir-2467-3p"
"mirna_primary_transcript","chr2",239943015,239943094,"MI0017433","hsa-mir-4786"
"mirna","chr2",239943063,239943084,"MIMAT0019954","hsa-mir-4786-5p"
"mirna","chr2",239943023,239943044,"MIMAT0019955","hsa-mir-4786-3p"
"mirna_primary_transcript","chr2",240456001,240456089,"MI0000478","hsa-mir-149"
"mirna","chr2",240456015,240456037,"MIMAT0000450","hsa-mir-149-5p"
"mirna","chr2",240456056,240456076,"MIMAT0004609","hsa-mir-149-3p"
"mirna","chr2",241477914,241477935,"MIMAT0014998","hsa-mir-3133"
"mirna_primary_transcript","chr20",1392900,1392961,"MI0022716","hsa-mir-6869"
"mirna","chr20",1392940,1392961,"MIMAT0027638","hsa-mir-6869-5p"
"mirna","chr20",1392904,1392924,"MIMAT0027639","hsa-mir-6869-3p"
"mirna_primary_transcript","chr20",2652777,2652842,"MI0006433","hsa-mir-1292"
"mirna","chr20",2652779,2652803,"MIMAT0005943","hsa-mir-1292-5p"
"mirna","chr20",2652819,2652838,"MIMAT0022948","hsa-mir-1292-3p"
"mirna_primary_transcript","chr20",3917494,3917571,"MI0000108","hsa-mir-103a-2"
"mirna","chr20",3917504,3917526,"MIMAT0009196","hsa-mir-103a-2-5p"
"mirna_primary_transcript","chr20",3917502,3917563,"MI0007262","hsa-mir-103b-2"
"mirna","chr20",7371618,7371638,"MIMAT0030989","hsa-mir-8062"
"mirna_primary_transcript","chr20",10649636,10649695,"MI0022717","hsa-mir-6870"
"mirna","chr20",10649672,10649690,"MIMAT0027640","hsa-mir-6870-5p"
"mirna","chr20",10649636,10649657,"MIMAT0027641","hsa-mir-6870-3p"
"mirna_primary_transcript","chr20",18470615,18470691,"MI0014237","hsa-mir-3192"
"mirna","chr20",18470624,18470646,"MIMAT0015076","hsa-mir-3192-5p"
"mirna","chr20",18470662,18470682,"MIMAT0027027","hsa-mir-3192-3p"
"mirna","chr20",26208243,26208264,"MIMAT0003326","hsa-mir-663a"
"mirna","chr20",31607186,31607207,"MIMAT0015077","hsa-mir-3193"
"mirna","chr20",32237830,32237847,"MIMAT0006765","hsa-mir-1825"
"mirna_primary_transcript","chr20",34049119,34049190,"MI0017395","hsa-mir-4755"
"mirna","chr20",34049128,34049149,"MIMAT0019895","hsa-mir-4755-5p"
"mirna","chr20",34049162,34049183,"MIMAT0019896","hsa-mir-4755-3p"
"mirna","chr20",34466385,34466403,"MIMAT0003314","hsa-mir-644a"
"mirna_primary_transcript","chr20",34990376,34990497,"MI0003183","hsa-mir-499a"
"mirna","chr20",34990408,34990428,"MIMAT0002870","hsa-mir-499a-5p"
"mirna","chr20",34990445,34990466,"MIMAT0004772","hsa-mir-499a-3p"
"mirna_primary_transcript","chr20",34990400,34990472,"MI0017396","hsa-mir-499b"
"mirna","chr20",34990443,34990463,"MIMAT0019897","hsa-mir-499b-5p"
"mirna","chr20",34990406,34990427,"MIMAT0019898","hsa-mir-499b-3p"
"mirna_primary_transcript","chr20",35453954,35454097,"MI0006350","hsa-mir-1289-1"
"mirna_primary_transcript","chr20",38516563,38516632,"MI0016746","hsa-mir-548o-2"
"mirna","chr20",38516569,38516590,"MIMAT0022738","hsa-mir-548o-5p"
"mirna_primary_transcript","chr20",41169023,41169078,"MI0022718","hsa-mir-6871"
"mirna","chr20",41169028,41169049,"MIMAT0027642","hsa-mir-6871-5p"
"mirna","chr20",41169057,41169078,"MIMAT0027643","hsa-mir-6871-3p"
"mirna","chr20",44408177,44408198,"MIMAT0018065","hsa-mir-3646"
"mirna_primary_transcript","chr20",45425510,45425573,"MI0022657","hsa-mir-6812"
"mirna","chr20",45425515,45425539,"MIMAT0027524","hsa-mir-6812-5p"
"mirna","chr20",45425553,45425573,"MIMAT0027525","hsa-mir-6812-3p"
"mirna_primary_transcript","chr20",45705102,45705180,"MI0016007","hsa-mir-3617"
"mirna","chr20",45705150,45705171,"MIMAT0017997","hsa-mir-3617-5p"
"mirna","chr20",45705109,45705131,"MIMAT0022966","hsa-mir-3617-3p"
"mirna_primary_transcript","chr20",47166967,47167058,"MI0016006","hsa-mir-3616"
"mirna","chr20",47166985,47167006,"MIMAT0017995","hsa-mir-3616-5p"
"mirna","chr20",47167026,47167048,"MIMAT0017996","hsa-mir-3616-3p"
"mirna","chr20",49863869,49863893,"MIMAT0049016","hsa-mir-12122"
"mirna","chr20",50585846,50585864,"MIMAT0003315","hsa-mir-645"
"mirna_primary_transcript","chr20",50614636,50614785,"MI0006366","hsa-mir-1302-5"
"mirna_primary_transcript","chr20",51452905,51452977,"MI0014239","hsa-mir-3194"
"mirna","chr20",51452948,51452968,"MIMAT0015078","hsa-mir-3194-5p"
"mirna","chr20",51452912,51452933,"MIMAT0019218","hsa-mir-3194-3p"
"mirna_primary_transcript","chr20",54068408,54068485,"MI0017397","hsa-mir-4756"
"mirna","chr20",54068452,54068474,"MIMAT0019899","hsa-mir-4756-5p"
"mirna","chr20",54068418,54068439,"MIMAT0019900","hsa-mir-4756-3p"
"mirna","chr20",57321564,57321581,"MIMAT0016887","hsa-mir-4325"
"mirna_primary_transcript","chr20",58817615,58817694,"MI0000747","hsa-mir-296"
"mirna","chr20",58817661,58817681,"MIMAT0000690","hsa-mir-296-5p"
"mirna","chr20",58817626,58817647,"MIMAT0004679","hsa-mir-296-3p"
"mirna","chr20",58818280,58818303,"MIMAT0004901","hsa-mir-298"
"mirna","chr20",60308534,60308552,"MIMAT0003316","hsa-mir-646"
"mirna","chr20",60478119,60478140,"MIMAT0019072","hsa-mir-4533"
"mirna_primary_transcript","chr20",60564562,60564625,"MI0016794","hsa-mir-548ag-2"
"mirna","chr20",61953621,61953641,"MIMAT0005908","hsa-mir-1257"
"mirna","chr20",62064812,62064828,"MIMAT0015079","hsa-mir-3195"
"mirna_primary_transcript","chr20",62332487,62332557,"MI0017399","hsa-mir-4758"
"mirna","chr20",62332534,62332556,"MIMAT0019903","hsa-mir-4758-5p"
"mirna","chr20",62332490,62332512,"MIMAT0019904","hsa-mir-4758-3p"
"mirna_primary_transcript","chr20",62554306,62554376,"MI0000651","hsa-mir-1-1"
"mirna","chr20",62554312,62554333,"MIMAT0031892","hsa-mir-1-5p"
"mirna_primary_transcript","chr20",62564912,62565013,"MI0000451","hsa-mir-133a-2"
"mirna_primary_transcript","chr20",63178500,63178586,"MI0000445","hsa-mir-124-3"
"mirna","chr20",63238788,63238805,"MIMAT0015080","hsa-mir-3196"
"mirna","chr20",63286818,63286837,"MIMAT0016888","hsa-mir-4326"
"mirna_primary_transcript","chr20",63919449,63919520,"MI0005763","hsa-mir-941-1"
"mirna_primary_transcript","chr20",63919505,63919576,"MI0005764","hsa-mir-941-2"
"mirna_primary_transcript","chr20",63919561,63919632,"MI0005765","hsa-mir-941-3"
"mirna_primary_transcript","chr20",63919756,63919827,"MI0005766","hsa-mir-941-4"
"mirna_primary_transcript","chr20",63919868,63919939,"MI0031520","hsa-mir-941-5"
"mirna_primary_transcript","chr20",63941465,63941544,"MI0008335","hsa-mir-1914"
"mirna","chr20",63941511,63941532,"MIMAT0007889","hsa-mir-1914-5p"
"mirna","chr20",63941474,63941495,"MIMAT0007890","hsa-mir-1914-3p"
"mirna","chr20",63942691,63942711,"MIMAT0003317","hsa-mir-647"
"mirna_primary_transcript","chr20",64076955,64077010,"MI0022658","hsa-mir-6813"
"mirna","chr20",64076983,64077005,"MIMAT0027526","hsa-mir-6813-5p"
"mirna","chr20",64076955,64076975,"MIMAT0027527","hsa-mir-6813-3p"
"mirna_primary_transcript","chr21",6859171,6859256,"MI0025905","hsa-mir-8069-1"
"mirna_primary_transcript","chr21",8205315,8205406,"MI0022559","hsa-mir-6724-1"
"mirna_primary_transcript","chr21",8208473,8208652,"MI0016048","hsa-mir-3648-1"
"mirna_primary_transcript","chr21",8249505,8249596,"MI0031516","hsa-mir-6724-2"
"mirna_primary_transcript","chr21",8388362,8388453,"MI0031517","hsa-mir-6724-3"
"mirna_primary_transcript","chr21",8432530,8432621,"MI0031518","hsa-mir-6724-4"
"mirna_primary_transcript","chr21",8436324,8436374,"MI0033426","hsa-mir-10396b"
"mirna","chr21",8436324,8436343,"MIMAT0041635","hsa-mir-10396b-5p"
"mirna","chr21",8436353,8436374,"MIMAT0041636","hsa-mir-10396b-3p"
"mirna_primary_transcript","chr21",8986999,8987178,"MI0031512","hsa-mir-3648-2"
"mirna_primary_transcript","chr21",8987617,8987665,"MI0033420","hsa-mir-10396a"
"mirna","chr21",8987617,8987635,"MIMAT0041623","hsa-mir-10396a-5p"
"mirna","chr21",8987645,8987665,"MIMAT0041624","hsa-mir-10396a-3p"
"mirna_primary_transcript","chr21",13406384,13406460,"MI0014242","hsa-mir-3156-3"
"mirna_primary_transcript","chr21",13644775,13644850,"MI0014131","hsa-mir-3118-1"
"mirna_primary_transcript","chr21",13724189,13724274,"MI0031519","hsa-mir-8069-2"
"mirna_primary_transcript","chr21",16539089,16539169,"MI0000101","hsa-mir-99a"
"mirna","chr21",16539101,16539122,"MIMAT0000097","hsa-mir-99a-5p"
"mirna","chr21",16539138,16539159,"MIMAT0004511","hsa-mir-99a-3p"
"mirna_primary_transcript","chr21",16539828,16539911,"MI0000064","hsa-let-7c"
"mirna","chr21",16539838,16539859,"MIMAT0000064","hsa-let-7c-5p"
"mirna","chr21",16539883,16539904,"MIMAT0026472","hsa-let-7c-3p"
"mirna_primary_transcript","chr21",16590237,16590325,"MI0000470","hsa-mir-125b-2"
"mirna","chr21",16590290,16590311,"MIMAT0004603","hsa-mir-125b-2-3p"
"mirna_primary_transcript","chr21",18686090,18686164,"MI0014244","hsa-mir-548x"
"mirna","chr21",18686135,18686157,"MIMAT0022733","hsa-mir-548x-5p"
"mirna","chr21",23079354,23079372,"MIMAT0024614","hsa-mir-6130"
"mirna_primary_transcript","chr21",25573980,25574044,"MI0000681","hsa-mir-155"
"mirna","chr21",25573983,25574006,"MIMAT0000646","hsa-mir-155-5p"
"mirna","chr21",25574022,25574043,"MIMAT0004658","hsa-mir-155-3p"
"mirna","chr21",26953965,26953985,"MIMAT0019905","hsa-mir-4759"
"mirna","chr21",30375350,30375368,"MIMAT0016889","hsa-mir-4327"
"mirna_primary_transcript","chr21",33550662,33550728,"MI0022213","hsa-mir-6501"
"mirna","chr21",33550664,33550685,"MIMAT0025458","hsa-mir-6501-5p"
"mirna","chr21",33550705,33550727,"MIMAT0025459","hsa-mir-6501-3p"
"mirna","chr21",35720732,35720754,"MIMAT0004185","hsa-mir-802"
"mirna_primary_transcript","chr21",39447010,39447069,"MI0022220","hsa-mir-6508"
"mirna","chr21",39447014,39447034,"MIMAT0025472","hsa-mir-6508-5p"
"mirna","chr21",39447046,39447067,"MIMAT0025473","hsa-mir-6508-3p"
"mirna_primary_transcript","chr21",40212352,40212431,"MI0017401","hsa-mir-4760"
"mirna","chr21",40212401,40212422,"MIMAT0019906","hsa-mir-4760-5p"
"mirna","chr21",40212359,40212380,"MIMAT0019907","hsa-mir-4760-3p"
"mirna","chr21",41167564,41167586,"MIMAT0015082","hsa-mir-3197"
"mirna_primary_transcript","chr21",41746772,41746841,"MI0022659","hsa-mir-6814"
"mirna","chr21",41746815,41746836,"MIMAT0027528","hsa-mir-6814-5p"
"mirna","chr21",41746772,41746793,"MIMAT0027529","hsa-mir-6814-3p"
"mirna","chr21",42950986,42951005,"MIMAT0022497","hsa-mir-5692b"
"mirna","chr21",43609953,43609971,"MIMAT0023695","hsa-mir-6070"
"mirna_primary_transcript","chr21",45478266,45478326,"MI0022660","hsa-mir-6815"
"mirna","chr21",45478271,45478293,"MIMAT0027530","hsa-mir-6815-5p"
"mirna","chr21",45478306,45478326,"MIMAT0027531","hsa-mir-6815-3p"
"mirna_primary_transcript","chr22",17764180,17764259,"MI0014246","hsa-mir-3198-1"
"mirna","chr22",17980928,17980946,"MIMAT0003318","hsa-mir-648"
"mirna_primary_transcript","chr22",19963753,19963834,"MI0017402","hsa-mir-4761"
"mirna","chr22",19963755,19963775,"MIMAT0019908","hsa-mir-4761-5p"
"mirna","chr22",19963814,19963834,"MIMAT0019909","hsa-mir-4761-3p"
"mirna_primary_transcript","chr22",20033139,20033220,"MI0000482","hsa-mir-185"
"mirna","chr22",20033153,20033174,"MIMAT0000455","hsa-mir-185-5p"
"mirna","chr22",20033188,20033209,"MIMAT0004611","hsa-mir-185-3p"
"mirna","chr22",20085797,20085818,"MIMAT0017998","hsa-mir-3618"
"mirna_primary_transcript","chr22",20086058,20086142,"MI0006443","hsa-mir-1306"
"mirna","chr22",20086112,20086129,"MIMAT0005950","hsa-mir-1306-3p"
"mirna","chr22",20086072,20086093,"MIMAT0022726","hsa-mir-1306-5p"
"mirna_primary_transcript","chr22",20114686,20114751,"MI0022661","hsa-mir-6816"
"mirna","chr22",20114726,20114746,"MIMAT0027532","hsa-mir-6816-5p"
"mirna","chr22",20114693,20114710,"MIMAT0027533","hsa-mir-6816-3p"
"mirna","chr22",20249145,20249165,"MIMAT0005877","hsa-mir-1286"
"mirna","chr22",21034191,21034212,"MIMAT0003319","hsa-mir-649"
"mirna_primary_transcript","chr22",21652981,21653058,"MI0005568","hsa-mir-301b"
"mirna","chr22",21653025,21653047,"MIMAT0004958","hsa-mir-301b-3p"
"mirna","chr22",21652990,21653011,"MIMAT0032026","hsa-mir-301b-5p"
"mirna_primary_transcript","chr22",21653304,21653385,"MI0000748","hsa-mir-130b"
"mirna","chr22",21653316,21653336,"MIMAT0004680","hsa-mir-130b-5p"
"mirna","chr22",21653354,21653375,"MIMAT0000691","hsa-mir-130b-3p"
"mirna","chr22",22822791,22822811,"MIMAT0003320","hsa-mir-650"
"mirna_primary_transcript","chr22",22886267,22886379,"MI0019115","hsa-mir-5571"
"mirna","chr22",22886291,22886311,"MIMAT0022257","hsa-mir-5571-5p"
"mirna","chr22",22886331,22886349,"MIMAT0022258","hsa-mir-5571-3p"
"mirna_primary_transcript","chr22",25455646,25455711,"MI0022662","hsa-mir-6817"
"mirna","chr22",25455651,25455674,"MIMAT0027534","hsa-mir-6817-5p"
"mirna","chr22",25455692,25455710,"MIMAT0027535","hsa-mir-6817-3p"
"mirna_primary_transcript","chr22",26555212,26555323,"MI0006345","hsa-mir-548j"
"mirna","chr22",26555274,26555295,"MIMAT0005875","hsa-mir-548j-5p"
"mirna","chr22",26555239,26555259,"MIMAT0026737","hsa-mir-548j-3p"
"mirna_primary_transcript","chr22",27920525,27920612,"MI0014247","hsa-mir-3199-1"
"mirna_primary_transcript","chr22",27920526,27920611,"MI0014248","hsa-mir-3199-2"
"mirna","chr22",28459925,28459944,"MIMAT0023116","hsa-mir-5739"
"mirna_primary_transcript","chr22",30007049,30007113,"MI0022663","hsa-mir-6818"
"mirna","chr22",30007054,30007075,"MIMAT0027536","hsa-mir-6818-5p"
"mirna","chr22",30007092,30007113,"MIMAT0027537","hsa-mir-6818-3p"
"mirna_primary_transcript","chr22",30731557,30731641,"MI0014249","hsa-mir-3200"
"mirna","chr22",30731569,30731590,"MIMAT0017392","hsa-mir-3200-5p"
"mirna","chr22",30731610,30731631,"MIMAT0015085","hsa-mir-3200-3p"
"mirna_primary_transcript","chr22",31160062,31160119,"MI0016438","hsa-mir-3928"
"mirna","chr22",31160062,31160083,"MIMAT0018205","hsa-mir-3928-3p"
"mirna","chr22",31160095,31160117,"MIMAT0027037","hsa-mir-3928-5p"
"mirna_primary_transcript","chr22",31621467,31621531,"MI0022960","hsa-mir-7109"
"mirna","chr22",31621506,31621526,"MIMAT0028115","hsa-mir-7109-5p"
